Array Size,CuPy Time (s),NumPy Time (s)
100000,0.00021545092264811197,0.0005145072937011719
1000000,0.0002735455830891927,0.0047759215037028
10000000,0.0003197987874348958,0.06670840581258138
100000,0.00017221768697102865,0.0004488627115885417
1000000,0.00015282630920410156,0.0035570462544759116
10000000,0.00032965342203776043,0.07079887390136719
100000,0.00021855036417643228,0.0006058216094970703
1000000,0.00018127759297688803,0.003927548726399739
10000000,0.0002911885579427083,0.06715210278828938
